city,date,time,product_name,image_url,content_below_name,pieces,offer_percentage,actual_price,selling_price,delivery_time,ad_status,which_product
Hitech City 500081,21-12-2025,12:41:20 PM,Himalaya Purifying Neem Face Wash,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2025/7/21/df1c3b57-6d59-4cf2-b5aa-ba6f93154af7_1320_01.png","Purifying Cleanse, Neem Power.",200 ml,18,449,368,17 MINS,Organic,Himalaya Brightening Blueberry Face Wash
Hitech City 500081,21-12-2025,12:41:20 PM,mCaffeine Brightening Raspberry Rush Body Wash,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2025/7/4/76557edd-5743-41c1-8f68-91da77eaf32c_647030_1.png",Fragrant body wash for glowing skin,300 ml,15,399,339,5 MINS,Organic,Himalaya Brightening Blueberry Face Wash
Hitech City 500081,21-12-2025,12:41:20 PM,Garnier Acno Fight Anti-Pimple Face Wash for Men,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2025/7/3/c519707c-50a3-4771-a841-147414c5389b_176_1.png",Applied for Anti-acne & Pimples,100 g,35,299,194,5 MINS,Organic,Himalaya Brightening Blueberry Face Wash
Hitech City 500081,21-12-2025,12:41:20 PM,"Garnier Men, Face Wash, Brightening & Anti-Pollution, Turbobright Double Action","https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2025/7/21/f624b259-53a0-4f29-8848-a1b0483c57a7_9353_1.png","Deep Cleanse, Oil Control.",100 g,35,319,207,5 MINS,Organic,Himalaya Brightening Blueberry Face Wash
Hitech City 500081,21-12-2025,12:41:20 PM,Glow & Lovely Advanced Multi Vitamin Face Cream (Packaging Might Vary),"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2025/6/11/d9f2b720-0c95-4317-9b28-a9ddfb7ad5df_8215_1.png",Daily face cream enriched with multivitamins,50 g,,,,5 MINS,Organic,Himalaya Brightening Blueberry Face Wash
Hitech City 500081,21-12-2025,12:41:20 PM,Clean & Clear Foaming Face Wash,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/ixavngmca1fvckii5b38","Deep Cleanse, Foaming Formula.",100 ml,8,199,183,5 MINS,Organic,Himalaya Brightening Blueberry Face Wash
Hitech City 500081,21-12-2025,12:41:20 PM,"Garnier Skin Naturals, Facewash, Cleansing And Brightening, Bright Complete","https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2025/7/3/388dfa93-1f32-4ee4-80be-029d3b0fb767_58023_1.png",Brightening facewash with lemon (non-food),100 g,25,219,164,5 MINS,Organic,Himalaya Brightening Blueberry Face Wash
Hitech City 500081,21-12-2025,12:41:20 PM,Wow Skin Science Brightening Vitamin C Foaming Face Wash,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2024/8/12/821f9d2c-c339-4a68-97e0-ca194dac1fa2_8296_1.png",Foaming Face Cleanser with Built-In Brush | Brightens & Tones Skin,150 ml,17,399,331,17 MINS,Organic,Himalaya Brightening Blueberry Face Wash
Hitech City 500081,21-12-2025,12:41:20 PM,Himalaya Purifying Neem Foaming Face Wash,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2025/3/21/3d0afdf5-a858-4f6a-8f77-e0cca792e82f_3801_1.png",Purifying face wash with neem & turmeric,150 ml,14,299,257,17 MINS,Organic,Himalaya Brightening Blueberry Face Wash
Hitech City 500081,21-12-2025,12:41:20 PM,Pears Pure & Gentle Body Wash,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2025/10/24/2a39f084-a42f-4788-bfa9-b7adc9d11a26_4063_1.png",Gentle body wash with glycerin,250 ml,12,140,122,5 MINS,Organic,Himalaya Brightening Blueberry Face Wash
Hitech City 500081,21-12-2025,12:41:20 PM,Mamaearth Rice Face Wash With Rice Water Niacinamide for Glass Skin,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2024/7/10/d8ff2ddb-c797-4dcf-971e-a2b085c9b87a_facewash_D9O627T47T_MN.png",,100 ml x 2,20,538,430,5 MINS,Organic,Himalaya Brightening Blueberry Face Wash
Hitech City 500081,21-12-2025,12:41:20 PM,Pond's Bright Beauty Facewash,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2024/5/7/b157847e-ad93-4646-ae17-ed8276ea570e_facewash_7XVVHTGGCL_MN.png",Brightening facewash for radiant skin,150 g,32,359,244,5 MINS,Organic,Himalaya Brightening Blueberry Face Wash
Hitech City 500081,21-12-2025,12:41:20 PM,Vaseline Gluta Hya Dewy Radiance,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/b02873b6bb918e0df92b05ee93cf0947",Body lotion with gluta and hyaluronic acid,200 ml,33,380,253,5 MINS,Organic,Himalaya Brightening Blueberry Face Wash
Hitech City 500081,21-12-2025,12:41:20 PM,ENN Beauty Litt Up Skin Brightening Face Wash - Tan Removal,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2024/7/1/56ad1db7-576b-4114-8671-c5bf3d11d4a3_facewash_I9XLTPLAXB_MN.png",Skin Brightening Face Wash | Tan Removal & Glow Boost,100 ml,17,350,290,17 MINS,Organic,Himalaya Brightening Blueberry Face Wash
Hitech City 500081,21-12-2025,12:41:20 PM,mCaffeine Brightening Raspberry Rush Body Scrub,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2025/3/8/d47c25a1-2fd1-4e89-a880-73a7c11444ec_694212_1.png",Exfoliating scrub with raspberry fragrance,175 g,14,449,382,5 MINS,Organic,Himalaya Brightening Blueberry Face Wash
LB Nagar 500074,21-12-2025,12:42:18 PM,Mangaldeep 3 in 1 Agarbatti Premium quality charcoal free Long lasting fragrances,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2024/4/24/96f66387-ed8d-40f8-80f4-1805e12200ba_poojaneeds_QP2ADLFNUI_MN.png",Charcoal-free agarbatti with long-lasting fragrance,106 g,15,65,55,6 MINS,Organic,Mangaldeep 3 in 1 Premium Incense
LB Nagar 500074,21-12-2025,12:42:18 PM,Mangaldeep Scent 3 in1 Incense Pack,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2025/4/4/c13cac9b-03c1-4413-9f07-692a41b48226_80710_1.png",Invigorate Your Senses with Long-Lasting Aroma,213 g,12,125,110,6 MINS,Organic,Mangaldeep 3 in 1 Premium Incense
LB Nagar 500074,21-12-2025,12:42:18 PM,"Mangaldeep Chandan 3 In1 Agarbatti Classic Chandan, Rose Chandan & Jasmine Chandan","https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2024/4/24/c870f1f0-625e-4379-a3b9-7b46761ee005_poojaneeds_28BKHOZNVI_MN.png","Fragrant Trio of Classic Chandan, Rose & Jasmine Incense",226 g,12,125,110,6 MINS,Organic,Mangaldeep 3 in 1 Premium Incense
LB Nagar 500074,21-12-2025,12:42:18 PM,Mangaldeep Scent Radiance Burst - Luxury Incense Sticks,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2025/11/20/647d086a-e040-4a27-bc55-465a473154f6_462812_1.png",,40 Sticks,12,225,198,SOLD OUT,Organic,Mangaldeep 3 in 1 Premium Incense
LB Nagar 500074,21-12-2025,12:42:18 PM,"Homelites Matchbox (5 Pieces, Small)","https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/ec26dc129444d099b9c38c63bd56223e",Reliable matchsticks for everyday or pooja use,1 box,10,10,9,6 MINS,Organic,Mangaldeep 3 in 1 Premium Incense
LB Nagar 500074,21-12-2025,12:42:18 PM,Shubhkart Darshana Camphor Puja Oil,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2024/11/18/344b3dc3-0ed4-4f53-85f5-bae3402d374e_25939_1.png",Pure Camphor Oil for Spiritual Rituals,450 ml,15,108,91,6 MINS,Organic,Mangaldeep 3 in 1 Premium Incense
LB Nagar 500074,21-12-2025,12:42:18 PM,Mangaldeep Temple Sandalwood and Oud - Premium Incense Cups,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2025/2/13/dcaef1bb-d37e-4c7d-b927-3bee6b588157_458562_1.png",Premium incense cups with temple-grade sandalwood and oud,15 pieces,10,300,270,6 MINS,Organic,Mangaldeep 3 in 1 Premium Incense
LB Nagar 500074,21-12-2025,12:42:18 PM,Mangaldeep Sandal Agarbatti,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/f158c3690db13ceecc5a2ae86b8bd0ca",Sandalwood-scented incense sticks,1 pack,10,65,58,6 MINS,Organic,Mangaldeep 3 in 1 Premium Incense
LB Nagar 500074,21-12-2025,12:42:18 PM,Gold Winner Kaleesuwari deepam oil bottle,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/kbjoltw6gdq5olcxfwvd",Light Your Tradition with Pure Deepam Oil,500 ml,6,111,104,6 MINS,Organic,Mangaldeep 3 in 1 Premium Incense
LB Nagar 500074,21-12-2025,12:42:18 PM,Shubhkart Nirmal 3 In 1 Premium Agarbatti,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2024/11/27/b97f755b-81e0-4169-bfd1-fd1665893c73_927663_1.png",Premium agarbatti combo with 3 divine fragrances,110 g,27,65,47,6 MINS,Organic,Mangaldeep 3 in 1 Premium Incense
LB Nagar 500074,21-12-2025,12:42:18 PM,Cycle Pure Naivedya Cup Sambrani,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2025/8/13/742db789-4b8c-4406-93bc-3de641674471_589212_1.png",Sambrani incense in cup form for pure and divine ambiance,15 pieces,5,90,85,6 MINS,Organic,Mangaldeep 3 in 1 Premium Incense
LB Nagar 500074,21-12-2025,12:42:18 PM,OM BHAKTI Camphor (Small),"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2025/7/28/eab80570-5f4b-46fa-bc98-b9165b5a1fb8_51604_1.png",Small-size pure camphor tablets for puja,1 pack,5,59,56,6 MINS,Organic,Mangaldeep 3 in 1 Premium Incense
LB Nagar 500074,21-12-2025,12:42:18 PM,Campure Camphor Cone Freshener Sandalwood,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2024/11/18/d1189db6-1723-40fe-a782-379c7e35c967_15367_1.png",Long-lasting natural camphor cone for air purification,60 g,8,199,183,6 MINS,Organic,Mangaldeep 3 in 1 Premium Incense
LB Nagar 500074,21-12-2025,12:42:18 PM,OM BHAKTI - Pancha Deepa Oil Bottle,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2025/10/14/c42f0766-cd97-40be-9ce1-b7bd6a156a2f_65009_1.png",Pure pooja lighting,1 ltr x 2,4,498,474,6 MINS,Organic,Mangaldeep 3 in 1 Premium Incense
LB Nagar 500074,21-12-2025,12:42:18 PM,Mangaldeep Scent Cool Splash - Luxury Incense Sticks,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2025/11/20/38f1f64a-d407-4b30-bac8-a21f408c689c_288542_1.png",,40 Sticks,12,225,198,6 MINS,Organic,Mangaldeep 3 in 1 Premium Incense
LB Nagar 500074,21-12-2025,12:42:18 PM,Mangaldeep Bambooless Dhoop Stick 4 in 1 Jar,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2024/10/10/255b9381-f097-460b-aee8-2696c2f1dcaf_902961_1.png",Multipurpose dhoop with four divine fragrances,200 g,16,150,126,6 MINS,Organic,Mangaldeep 3 in 1 Premium Incense
LB Nagar 500074,21-12-2025,12:42:18 PM,Mangaldeep Treya Cup Sambrani,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2024/10/4/c3f7b699-0b83-4391-bcf3-210f49039d37_29014_1.png",Cup-shaped sambrani incense,9 pieces,8,75,69,6 MINS,Organic,Mangaldeep 3 in 1 Premium Incense
LB Nagar 500074,21-12-2025,12:42:18 PM,Mangaldeep Treya Sambrani Sticks - Fragrances Sambrani Sticks,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/a3a5c0ada1e3d95c08eb2b7b1218a6fa",Fragrant traditional Sambrani sticks,140 g,10,60,54,6 MINS,Organic,Mangaldeep 3 in 1 Premium Incense
LB Nagar 500074,21-12-2025,12:42:18 PM,Mangaldeep Sugriha Mosquito Repellant Incense - Lemongrass,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2025/7/23/a562c588-3a0d-45d9-a622-aaad8fcbe3bc_866954_01.png",,40 Sticks,4,165,157,6 MINS,Organic,Mangaldeep 3 in 1 Premium Incense
LB Nagar 500074,21-12-2025,12:42:18 PM,Mangaldeep Scent Premium Bambooless Dhoop Sticks with Black Oudh fragrance,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2024/10/20/0b410f83-204f-4d69-a600-9964887b4184_854918_1.png",Luxury dhoop sticks with black oudh scent,1 pack,10,250,225,6 MINS,Organic,Mangaldeep 3 in 1 Premium Incense
LB Nagar 500074,21-12-2025,12:42:18 PM,Mangaldeep Scent Premium Dhoop Cones - with Lavender & Amber fragrances (40 cones),"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2024/10/21/dd2424ea-bcb5-44b6-bdcc-bcb68960e700_143034_1.png",Premium dhoop cones with calming fragrances,40 pieces,10,150,135,6 MINS,Organic,Mangaldeep 3 in 1 Premium Incense
LB Nagar 500074,21-12-2025,12:42:18 PM,Cycle Pure Four Seasons Premium Bambooless Incense,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2024/7/21/8e0470f3-30dc-49d2-b775-f135eae5527d_poojaneeds_H7US8DPGU7_MN.png",Premium bambooless incense with four unique fragrances,240 g,,,,6 MINS,Organic,Mangaldeep 3 in 1 Premium Incense
LB Nagar 500074,21-12-2025,12:42:18 PM,Mangaldeep Temple Bambooless Premium Dhoop Sticks - with fragrance of Javadhu,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2024/10/20/b88cf83a-3dae-4aae-9c8b-2ab60d8cc75a_749928_1.png",Premium temple dhoop sticks with Javadhu fragrance,30 Sticks,10,250,225,6 MINS,Organic,Mangaldeep 3 in 1 Premium Incense
LB Nagar 500074,21-12-2025,12:42:18 PM,Mangaldeep Sandalwood & Patchouli Temple Premium Dhoop Cones (40 cones),"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2024/10/20/421ace95-78bb-4229-af7f-6c1f081f2747_726389_1.png",Premium temple dhoop cones with rich aroma,40 pieces,10,150,135,6 MINS,Organic,Mangaldeep 3 in 1 Premium Incense
LB Nagar 500074,21-12-2025,12:42:18 PM,Goodknight Flash Liquid Vaporiser - Mosquito Repellent - Machine + 3 Refills (Packaging Might Vary),"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2025/8/13/aef7f787-4306-4679-9255-81d2fc46bbfc_9983_1.png",Mosquito machine + 3 refills for instant protection,1 pack,2,275,267,6 MINS,Organic,Mangaldeep 3 in 1 Premium Incense
LB Nagar 500074,21-12-2025,12:42:18 PM,Mangaldeep Sankalp Pooja Camphor - Infused With Bhimseni,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2025/7/28/778bae92-ccc5-4cd9-8070-1615ba850177_712301_1.png",Camphor infused with Bhimseni for pooja use,50 g,12,100,88,6 MINS,Organic,Mangaldeep 3 in 1 Premium Incense
LB Nagar 500074,21-12-2025,12:42:18 PM,Shubhkart Nirmal Chandan Dry Cone Dhoop,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2024/7/13/e26493ee-f092-4ac3-a9cf-78c0a5d9b065_poojaneeds_J9M9SGQL3X_MN.png",Dry chandan-scented dhoop cones for daily rituals,10 pieces,8,12,11,6 MINS,Organic,Mangaldeep 3 in 1 Premium Incense
LB Nagar 500074,21-12-2025,12:42:18 PM,Campure air freshener and car freshner insta sandalwood,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2025/1/4/37e72916-26ec-4c73-bb40-d5f89093df76_868494_1.png",Instant Sandalwood Freshness for Home & Car,1 pack,10,120,108,6 MINS,Organic,Mangaldeep 3 in 1 Premium Incense
LB Nagar 500074,21-12-2025,12:42:18 PM,"Mangaldeep 3 In1 Wet Dhoop: Made With Desi Ghee, Resins & Herbs","https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/9aaf1eb70d2f093e4d67317f449a2826",Aromatic dhoop with ghee and natural herbs,140 g,10,60,54,6 MINS,Organic,Mangaldeep 3 in 1 Premium Incense
LB Nagar 500074,21-12-2025,12:42:18 PM,Mangaldeep Scent Luxe Collections Gift Box,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2025/10/17/19601f8b-757e-41cf-9ff3-eb42fbec260c_557944_1.png",,1 pack,50,999,499,6 MINS,Organic,Mangaldeep 3 in 1 Premium Incense
LB Nagar 500074,21-12-2025,12:42:18 PM,Mangaldeep Temple Sanctum Camphor & Amber Agarbatti,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2024/9/17/43755a43-5b87-4312-8b2f-36a9a3a8aff8_766741_1.png",Traditional Religious Essentials,20 Sticks,26,100,74,6 MINS,Organic,Mangaldeep 3 in 1 Premium Incense
LB Nagar 500074,21-12-2025,12:42:18 PM,Shubhkart Nirmal 5 in 1 Agarbatti Zipper,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2024/11/27/5809e141-bca9-4fda-a0b9-01f6452e85a0_9511_1.png",Fragrant agarbatti combo with 5 spiritual scents,150 g,15,70,59,6 MINS,Organic,Mangaldeep 3 in 1 Premium Incense
LB Nagar 500074,21-12-2025,12:42:48 PM,Dabur Honitus Syrup,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/lac6khf2ydojrbcapfkg",Natural relief for cough and sore throat.,100 ml,9,121,109,6 MINS,Organic,Dabur Honitus Cough Syrup
LB Nagar 500074,21-12-2025,12:42:48 PM,Honitus Hot Sip Ayurvedic Kaadha Sachets,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/ciw/2025/12/18/f2eafc97-4f92-4f2c-a1cb-41db525c2ec1_MVY0D100U7_MN_18122025.png",Herbal kaadha sachets to support throat and immunity.,7 pieces,11,84,74,6 MINS,Organic,Dabur Honitus Cough Syrup
LB Nagar 500074,21-12-2025,12:42:48 PM,Dabur Honitus Hot Sip 30Nx4G Sachets,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/b941e25e418fdcdd271f3ffaac3338b2",Ayurvedic kadha for cold & throat comfort,120 g,15,330,280,6 MINS,Organic,Dabur Honitus Cough Syrup
LB Nagar 500074,21-12-2025,12:42:48 PM,Hansaplast Antiseptic Waterproof Bandage for Wound Protection 20's Strips,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2025/11/13/5a942529-852c-4df2-82af-7ea52d6b0e51_594948_1.png",Waterproof antiseptic bandages for wound care,20 pieces,8,60,55,,Ad,Dabur Honitus Cough Syrup
LB Nagar 500074,21-12-2025,12:42:48 PM,Vicks Vaporub Balm,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2025/9/6/cc724593-c0cb-4619-acb7-fb229057fef0_31216_1.png","Soothing balm for cold, cough, and body ache",50 ml,10,199,179,,Ad,Dabur Honitus Cough Syrup
LB Nagar 500074,21-12-2025,12:42:48 PM,Dabur Tulsi Drops Immunity Booster - 50% Extra,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/ciw/2025/12/18/20502f15-95bc-40f4-9bab-c0b82535e571_RMJF32FH9G_MN_18122025.png","Immunity Support, Tulsi Power.",30 ml,34,182,119,6 MINS,Organic,Dabur Honitus Cough Syrup
LB Nagar 500074,21-12-2025,12:42:48 PM,Vicks Cough Syrup 100ml -Fast Relief for Dry & Chesty Coughs with Tulsi & Ginger,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2024/11/30/496ec211-4021-4d38-8e65-40ca1c8b5b8f_230833_1.png",Fast relief from dry and chesty coughs with Tulsi & Ginger,100 ml,19,121,97,6 MINS,Organic,Dabur Honitus Cough Syrup
LB Nagar 500074,21-12-2025,12:42:48 PM,Zandu Ayurvedic Cough Syrup,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/e2b3423de46f30b3a2ae8db5c8393ded",Herbal cough syrup with ayurvedic formulation,100 ml,20,125,99,6 MINS,Organic,Dabur Honitus Cough Syrup
LB Nagar 500074,21-12-2025,12:42:48 PM,Dabur Chyawanprash 3X Immunity Booster,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/ciw/2025/12/18/23a5d810-1967-41c4-856e-0781a62563b6_G76IG6RK84_MN_18122025.png",Herbal blend with triple immunity,950 g,10,450,401,6 MINS,Organic,Dabur Honitus Cough Syrup
LB Nagar 500074,21-12-2025,12:42:48 PM,Dabur Chyawanprakash Sugarfree,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/ciw/2025/12/18/abc315ca-f5be-4c7d-8a6e-98ee8868a994_ZO4TQRMW2I_MN_18122025.png",Sugar-free herbal supplement for immunity support.,900 g,17,440,361,6 MINS,Organic,Dabur Honitus Cough Syrup
LB Nagar 500074,21-12-2025,12:42:48 PM,Dabur Chyawanprash 2X Immunity Booster,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/ciw/2025/12/18/e226c5ad-2afd-46f1-b13e-f2769fd4d5e5_Q14GR0ZE8B_MN_18122025.png",,250 g,,,,6 MINS,Organic,Dabur Honitus Cough Syrup
LB Nagar 500074,21-12-2025,12:42:48 PM,Dabur Sat Isabgol Psyllium Husk) Relieves Constipation & Improves Digestion,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2024/10/2/ca0529a7-c9d9-42df-81b6-a67a95f1e6c4_52962_1.png",Natural fibre supplement for digestion,90 g,9,175,158,6 MINS,Organic,Dabur Honitus Cough Syrup
LB Nagar 500074,21-12-2025,12:42:48 PM,Dabur Chyawanprash Awaleha Bottle,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/ba692fb06f144ec9998dd43c383c1afe",Ayurvedic immunity paste with Amla.,2 kg,20,820,656,6 MINS,Organic,Dabur Honitus Cough Syrup
LB Nagar 500074,21-12-2025,12:42:48 PM,Dabur Jamun Neem Karela Juice - Promotes Healthy Glucose Levels,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/ciw/2025/12/18/5c450c9f-0041-4c71-b0c9-4863405cee19_K41HKG0CT5_MN_18122025.png",Herbal juice to support healthy glucose levels,1 L,24,335,252,6 MINS,Organic,Dabur Honitus Cough Syrup
LB Nagar 500074,21-12-2025,12:42:48 PM,Dabur Chyawanprash 3X Immunity Action,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2025/12/4/bbd25100-2720-495a-b531-6a17ff40850f_3233_1.png",Immunity booster with Ayurvedic herbs,450 g,8,235,216,6 MINS,Organic,Dabur Honitus Cough Syrup
LB Nagar 500074,21-12-2025,12:42:48 PM,Dabur Khajurprash |Supports Healthy Haemoglobin Level|Helps Fight Iron Deficiency,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/ciw/2025/12/18/7348ab41-0755-4f95-9d2e-bbfac6583d4e_16GPQZ9K4Q_MN_18122025.png",Ayurvedic blend supporting haemoglobin & iron levels.,900 g,19,450,362,6 MINS,Organic,Dabur Honitus Cough Syrup
